age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
57,1,1,4,2016-05-07,0,2,1,0,7,-601.9140153,49252.2,1.0,697.62,1,0,0,3,-1,0
59,0,0,2,2017-03-08,0,2,0,1,16,-889.2119217,9360.71,6.0,603.57,1,0,0,3,0,1
15,1,0,2,2015-03-24,0,1,2,2,16,326.47,28685.24,20.0,685.42,0,1,0,3,-1,1
21,1,0,0,2016-10-31,1,1,0,2,6,1304.97,38531.53,29.0,673.19,0,1,0,3,0,1
32,0,1,0,2016-09-09,0,0,0,2,14,156.13,17435.73,23.0,708.2,0,1,1,2,0,1
17,1,0,2,2016-03-26,1,2,0,1,11,275.88,25832.61,29.0,697.62,1,1,0,3,0,1
51,0,0,2,2017-08-18,0,0,0,0,15,180.44,34947.42,20.0,626.21,1,0,1,1,0,1
42,1,2,2,2015-07-16,1,0,1,0,10,149.56,9328.89,45.0157587,697.62,0,1,1,0,0,1
35,1,2,3,2015-01-26,1,2,1,2,14,132.07,29232.56,16.0,727.27,1,0,0,3,0,0
27,1,1,5,2017-03-28,1,1,1,0,19,52.59,82343.56,12.0,820.24,0,1,1,4,1,0
57,0,0,3,2015-02-28,0,2,1,1,19,34.24,5865.34,8.0,775.29,0,1,1,0,-1,0
61,1,0,2,2015-05-10,0,0,1,2,8,-425.9568122,13093.29,16.0,514.89,1,0,0,3,0,1
45,1,0,3,2017-06-10,0,2,0,0,13,166.02,9467.58,12.0,697.62,0,1,0,3,0,1
16,1,0,3,2017-01-08,0,1,0,0,13,133.42,28577.94,7.0,767.37,1,0,0,3,0,0
26,0,0,0,2015-08-09,0,0,1,1,9,46.75,18634.31,12.0,896.5909114,0,1,1,2,-1,1
14,1,2,5,2017-12-03,1,2,2,0,5,467.78,14628.69,11.0,807.25,0,1,1,2,1,0
16,0,1,5,2017-08-17,0,1,0,1,14,51.65,48284.57,23.0,773.34,0,1,1,1,-1,0
35,1,2,5,2016-07-27,0,0,0,0,21,133.95,3708.37,1.0,777.1,0,1,1,1,1,0
58,1,0,4,2017-04-10,1,1,1,1,14,631.56,8619.16,26.0,746.78,1,1,0,3,0,0
31,0,1,4,2017-06-21,0,1,2,1,-999,1380.077231,25189.07,2.0,815.45,1,1,0,3,1,0
50,1,0,2,2016-01-19,0,1,1,2,22,124.49,32231.74,23.0,707.77,0,1,0,3,0,1
27,1,0,0,2015-09-30,1,0,0,2,13,1362.009408,2265.35,8.0,584.68,1,1,0,3,0,1
20,1,1,2,2017-07-21,0,0,1,0,25,33.43,6372.88,17.0,697.62,0,1,1,4,0,1
50,1,0,2,2016-03-14,1,2,2,1,14,-482.7383426,39082.78,7.0,614.51,1,0,0,3,0,1
41,1,0,2,2015-05-17,1,0,2,0,6,732.69,35852.06,14.0,598.36,1,1,1,1,-1,1
33,0,0,3,2016-07-20,1,0,0,2,9,1794.55,17683.38,6.0,787.22,0,1,0,3,0,0
61,0,0,5,2015-12-27,0,1,1,0,10,1173.548407,12182.94,9.0,763.9,0,1,0,3,0,0
33,1,1,1,2016-04-15,1,2,1,2,12,223.5,29040.92,19.0,625.41,0,1,1,4,0,1
57,0,1,0,2016-12-27,1,0,0,1,12,143.99,6662.94,11.0,643.2,1,0,0,3,0,1
28,0,2,2,2016-02-29,1,1,1,2,17,122.77,15065.87,5.0,681.7,1,0,0,3,0,1
60,1,0,1,2016-11-26,0,2,0,1,11,124.89,28230.08,26.0,1580.080625,0,1,1,4,0,1
37,0,0,3,2017-09-21,0,2,0,1,12,456.07,44964.86,11.0,728.2,1,1,0,3,1,0
25,1,1,5,2017-04-18,1,2,0,2,11,612.86,8258.36,16.0,697.62,1,0,1,4,0,0
23,0,1,0,2017-08-29,1,0,1,2,17,122.28,34469.41,16.0,1047.433931,0,1,1,0,0,1
44,1,0,3,2016-09-18,0,1,0,2,10,38.76,40895.24,26.0,652.31,1,0,0,3,0,1
58,0,0,3,2016-07-14,0,1,1,2,18,105.35,22062.04,7.0,689.21,0,1,1,0,0,1
17,0,1,2,2016-01-23,1,0,1,0,15,634.65,40345.23,13.0,612.11,1,0,0,3,-1,1
27,1,1,2,2017-09-13,0,2,2,0,12,328.01,32800.57,5.0,525.8,1,1,1,4,0,1
39,0,0,2,2015-01-04,0,1,0,2,14,168.88,8005.91,25.0,654.54,1,0,0,3,0,1
17,1,1,4,2015-07-13,1,0,0,0,12,1217.06,78784.78,9.0,1099.111109,1,1,0,3,1,0
43,1,0,5,2016-12-14,1,0,0,0,15,399.39,60205.54,1.0,732.77,0,1,1,0,1,0
60,0,0,1,2015-02-26,0,0,0,1,17,146.68,7666.92,3.0,1260.542442,0,1,0,3,-1,0
59,0,2,0,2015-04-08,1,2,2,1,15,206.63,19758.12,6.0,518.75,0,1,1,0,0,1
45,1,1,1,2016-08-06,0,2,1,0,11,34.24,44276.87,12.0,615.82,1,0,0,3,-1,1
22,1,0,1,2015-04-15,0,0,0,2,4,983.48,17508.04,5.0,754.92,1,1,0,3,0,0
24,0,1,1,2015-05-01,0,0,1,1,20,53.16,23035.99,7.0,668.72,1,0,0,3,0,1
17,0,1,2,2015-10-10,0,0,0,2,15,50.99,8655.68,13.0,595.71,0,1,0,3,0,1
23,1,0,4,2016-03-31,1,1,1,0,18,295.96,47362.46,25.0,332.6358956,0,1,0,3,0,0
45,1,0,0,2017-08-15,1,1,0,0,17,500.49,13828.61,22.0,626.49,1,0,1,1,0,1
48,0,0,2,2015-07-01,0,0,0,2,11,427.36,3101.38,26.0,532.61,1,0,1,1,0,1
61,0,0,2,2016-09-22,0,2,0,0,12,294.46,10607.36,13.0,826.6441775,1,1,0,3,0,1
47,1,1,2,2015-02-16,1,2,1,0,7,361.55,11689.9,24.0,699.96,1,1,1,1,0,1
44,1,0,0,2016-02-26,1,1,0,1,3,227.59,47546.02,20.0,580.45,1,0,1,4,0,1
34,1,0,1,2017-12-12,1,0,0,0,7,135.09,1816.77,20.0,459.4455541,0,1,0,3,0,0
21,0,1,5,2015-06-18,0,0,2,1,7,293.86,73312.76,18.0,818.19,1,1,0,3,-1,0
18,1,1,0,2017-09-02,0,1,0,2,8,227.65,7056.8,8.0,605.12,1,0,1,2,0,1
38,0,2,2,2016-01-15,0,0,1,0,21,122.12,21442.17,-6.454537668,697.62,1,0,0,3,0,1
61,0,0,5,2016-04-16,0,2,1,2,12,30.71,43778.63,16.0,161.2645095,0,1,1,2,0,0
11,0,0,1,2017-08-08,0,0,2,1,6,241.07,94954.15,5.0,294.5074241,1,1,1,1,1,0
35,1,0,5,2017-12-18,0,2,0,1,15,319.97,23357.14,10.0,745.04,0,1,0,3,0,0
61,0,2,5,2015-09-25,1,0,0,2,5,44.75,61836.71,13.0,725.91,1,0,1,4,1,0
19,0,1,0,2017-06-19,1,0,0,0,3,354.29,31674.9,8.0,1145.540372,1,0,1,0,-1,1
48,1,0,4,2015-02-25,0,2,0,1,18,236.76,17194.42,5.0,1081.674376,1,0,0,3,-1,0
25,0,0,2,2017-07-06,0,0,1,0,18,89.14,47066.34,17.0,502.82,0,1,0,3,0,1
50,0,0,4,2017-03-11,0,1,0,0,17,-862.3176894,45015.5,13.0,759.01,0,1,0,3,-1,0
54,0,1,0,2016-02-25,0,0,0,0,16,52.33,41650.77,8.0,1038.937296,0,1,0,3,-1,1
10,1,1,3,2015-02-08,0,0,1,1,9,33.02,38833.43,16.0,613.5,0,1,0,3,0,1
53,0,0,1,2015-12-25,0,0,2,2,16,-510.4823223,44699.29,24.0,704.51,1,0,0,3,0,0
31,1,0,2,2016-03-17,1,0,2,1,16,826.53,36324.27,14.0,310.979375,1,1,1,2,0,1
25,0,0,1,2015-06-29,1,1,2,1,5,1035.53,56056.96,16.0,720.38,0,1,0,3,1,0
48,0,0,2,2017-04-29,1,1,0,0,13,1032.08,47676.09,54.75374649,648.71,0,1,1,2,0,1
22,0,0,0,2015-07-20,0,1,1,2,14,146.13,32808.38,20.0,621.6,0,1,0,3,0,1
59,1,2,2,2015-10-10,1,2,0,1,16,53.7,22728.1,15.0,680.24,1,0,1,1,0,1
43,0,1,1,2016-02-02,0,1,1,0,9,33.28,30210.48,2.0,797.68,1,0,1,4,1,0
34,0,1,1,2015-03-19,0,0,0,0,14,211.58,5625.46,19.0,800.07,1,0,0,3,1,0
30,0,1,2,2015-09-20,0,1,1,0,13,42.35,49874.68,36.33324869,560.83,0,1,0,3,0,1
53,1,0,4,2016-05-16,0,2,1,1,2,33.36,95320.41,10.0,697.62,1,0,1,2,1,0
34,0,0,2,2016-10-27,0,1,0,2,16,93.56,12965.6,24.0,706.92,0,1,0,3,0,1
31,0,0,5,2017-01-13,0,1,0,0,22,308.02,26718.49,10.0,701.11,1,1,0,3,0,0
57,1,0,3,2017-01-30,1,1,1,1,7,188.14,1083.3,5.0,307.0430201,0,1,1,2,-1,1
36,0,0,0,2016-01-31,1,2,1,2,9,59.98,28128.95,9.0,246.5985474,1,0,0,3,0,1
59,0,1,4,2017-10-08,0,0,0,2,9,207.39,49579.32,18.0,783.2,1,1,1,2,0,0
49,1,0,4,2016-08-29,0,1,1,2,13,36.1,20430.63,16.0,761.22,1,0,1,2,1,0
35,0,0,3,2017-11-07,0,0,1,0,14,151.57,2891.39,29.0,723.39,0,1,0,3,0,0
24,0,1,3,2015-05-07,1,1,1,1,8,749.97,23465.32,6.0,797.33,1,0,0,3,-1,0
58,0,1,3,2017-10-26,0,2,1,1,23,39.81,30876.12,18.0,755.02,0,1,1,0,0,0
45,1,1,2,2016-02-20,0,2,1,0,14,41.86,45160.72,16.0,695.25,1,0,0,3,0,1
16,0,0,2,2017-07-31,1,2,1,1,19,51.72,34710.29,12.0,618.83,0,1,1,0,-1,1
46,0,1,2,2015-11-03,0,1,1,2,4,45.25,35328.11,20.0,502.82,0,1,1,2,0,1
53,1,0,1,2016-12-31,1,0,0,0,14,111.86,78193.65,5.0,764.11,0,1,0,3,1,0
11,0,1,3,2017-10-28,1,0,0,1,6,1185.52,46738.64,8.0,711.75,1,0,1,2,0,0
42,0,1,2,2015-06-09,1,2,1,0,14,32.33,22837.08,18.0,553.79,1,0,1,0,0,1
46,0,1,0,2017-02-26,0,0,1,2,21,181.39,1875.03,16.0,642.41,0,1,1,2,0,1
51,0,0,0,2016-04-20,1,2,0,1,5,145.16,16459.67,7.187935287,1049.62677,1,0,1,2,0,0
43,0,0,3,2016-10-29,1,1,1,1,2,114.12,19882.26,29.0,634.67,1,0,1,4,-1,1
52,0,0,3,2016-12-23,0,1,0,2,13,109.13,48541.57,13.0,695.33,1,0,1,0,0,1
30,1,2,2,2016-10-29,0,0,0,0,10,167.83,38835.97,28.0,686.35,0,1,1,0,0,1
49,1,0,2,2017-11-25,1,2,0,2,19,76.55,11869.96,16.0,545.88,1,0,1,4,-1,1
52,0,1,4,2017-06-10,1,0,1,1,12,81.71,7662.59,25.0,756.73,1,0,0,3,0,0
43,1,0,2,2015-06-04,0,2,1,2,11,61.99,46412.86,19.0,1066.270448,0,1,1,0,0,1
39,1,1,0,2017-03-24,0,0,0,2,6,148.4,24727.87,13.0,697.62,1,0,0,3,0,1
48,0,0,2,2017-08-27,1,1,1,0,11,-427.187251,5681.51,12.0,672.88,0,1,0,3,0,1
46,0,1,2,2017-01-01,1,0,1,1,18,34.35,32889.37,5.0,719.2,0,1,1,1,0,0
11,1,1,2,2015-07-26,1,2,1,0,11,54.67,19846.72,14.0,628.85,0,1,0,3,0,1
56,1,1,3,2016-11-16,1,1,0,1,2,83.3,32513.31,13.0,701.5,1,0,1,4,0,0
34,1,0,0,2015-05-21,0,2,1,0,18,401.26,19237.82,29.0,648.16,1,0,0,3,0,1
53,1,1,1,2015-07-24,1,1,0,0,6,52.29,33545.72,16.0,708.13,1,0,0,3,0,1
21,1,1,0,2017-12-17,0,2,0,1,9,308.52,23150.14,17.0,623.66,0,1,1,1,0,1
24,0,0,1,2017-08-09,0,2,0,2,12,253.21,31755.05,26.0,666.67,1,0,1,1,0,1
28,1,1,1,2017-09-02,1,0,1,1,8,129.8,4780.51,16.0,614.47,1,0,0,3,0,1
51,1,0,5,2017-03-14,0,0,2,1,23,217.23,81285.95,6.0,762.55,1,1,1,1,-1,0
54,0,2,1,2015-12-27,1,1,0,2,13,138.86,23467.85,22.0,697.62,1,0,1,0,0,0
59,0,2,1,2015-12-20,1,0,1,1,24,78.84,21523.33,17.0,615.15,1,0,0,3,0,1
23,0,1,2,2016-03-15,0,2,1,2,7,33.64,18613.73,14.0,664.4,1,0,1,1,0,1
17,1,1,2,2015-07-14,0,0,0,0,15,333.75,41385.34,13.0,1088.464904,0,1,1,4,0,1
48,1,0,1,2016-12-27,0,0,1,1,11,34.9,25299.13,7.0,786.34,1,0,0,3,0,0
24,1,1,0,2017-08-01,0,0,1,2,9,55.03,47053.19,23.0,682.68,0,1,1,1,-1,1
19,0,1,2,2017-11-04,0,2,0,0,14,338.81,3094.93,27.0,621.8,1,1,1,0,0,1
47,1,2,2,2017-05-24,0,0,0,0,12,221.65,35476.75,9.0,661.43,0,1,0,3,0,0
55,0,0,0,2017-08-19,0,0,1,2,10,31.65,39896.8,21.0,589.67,0,1,1,4,-1,1
11,1,1,2,2017-09-01,0,1,2,2,15,443.67,6538.2,19.0,697.62,0,1,0,3,0,1
20,0,1,4,2017-07-22,1,2,0,2,7,39.13,37538.61,16.0,697.62,0,1,1,1,0,0
16,0,2,2,2015-05-28,0,0,1,1,13,235.84,34271.21,16.0,1096.633272,1,1,0,3,0,1
53,0,0,0,2017-10-24,1,2,0,2,19,1309.55,2603.41,6.0,697.62,0,1,0,3,0,1
60,1,2,4,2016-09-16,0,0,0,0,18,284.83,16020.47,15.0,788.88,1,0,1,1,1,0
63,0,0,2,2016-02-01,1,2,0,0,16,157.54,22276.3,23.0,616.28,1,0,1,1,0,1
25,1,0,1,2016-10-30,0,1,1,2,8,72.05,12794.96,19.0,604.52,0,1,1,4,0,1
64,0,0,1,2016-06-23,1,2,2,2,13,708.06,23468.04,23.0,661.49,1,0,0,3,0,1
28,0,1,0,2016-01-06,1,1,1,1,8,392.96,31897.84,17.0,238.35742,0,1,1,2,0,1
55,0,0,5,2017-02-03,0,1,0,0,4,176.52,39024.2,14.0,746.7,0,1,1,2,-1,0
27,0,0,4,2015-09-02,0,0,0,0,12,42.4,28184.13,20.0,793.3,1,0,1,2,0,0
44,0,1,0,2016-02-11,1,0,0,0,4,145.05,32043.75,21.0,548.85,0,1,0,3,0,1
26,0,0,3,2017-04-24,1,0,0,0,15,660.84,38687.75,8.0,718.08,1,1,0,3,0,0
35,1,0,1,2016-11-10,1,1,2,2,-999,534.11,3791.82,16.0,501.2251877,1,0,0,3,-1,0
40,1,0,2,2017-02-27,0,1,1,2,-999,30.49,13508.76,6.0,548.87,1,0,0,3,0,1
57,0,1,1,2015-03-19,1,0,1,1,7,656.48,42481.97,33.75838331,697.62,0,1,1,2,0,1
17,1,0,5,2017-06-20,0,0,1,0,6,206.56,74623.91,15.0,697.62,0,1,1,2,1,0
37,1,0,0,2016-10-01,0,1,0,1,13,338.01,24061.6,14.0,687.42,1,1,1,0,0,1
15,0,1,2,2015-01-23,1,1,0,2,25,805.09,22069.96,51.80613523,623.12,0,1,1,0,0,1
56,0,0,4,2016-03-07,0,0,0,1,12,375.62,98427.22,5.0,741.96,1,0,1,4,-1,0
21,1,0,2,2016-11-08,0,2,1,0,21,110.43,3217.97,13.0,650.67,1,0,0,3,0,1
17,1,0,3,2016-11-30,0,2,0,1,25,392.24,48746.33,26.0,625.58,1,1,1,0,0,1
56,0,0,2,2016-09-22,1,0,0,2,14,51.08,12307.39,17.0,538.89,1,0,0,3,0,1
51,1,1,0,2015-09-26,0,1,1,2,-999,413.27,34147.39,27.0,662.31,0,1,0,3,0,1
41,0,0,2,2017-05-05,1,1,2,2,20,599.62,21757.61,17.0,645.73,0,1,1,1,-1,1
46,1,1,4,2017-09-22,1,1,0,2,-999,30.34,9612.55,11.0,785.4,1,0,1,0,0,0
21,1,1,5,2016-11-28,1,1,1,0,22,32.49,7880.06,10.0,714.96,1,0,0,3,0,0
54,1,0,2,2017-10-21,0,1,1,2,12,419.23,6891.61,24.0,659.27,0,1,1,2,0,1
37,1,0,0,2016-09-23,1,2,0,0,7,32.45,13713.66,16.0,635.92,1,0,0,3,0,1
60,1,1,2,2017-02-22,1,0,1,1,15,164.73,49580.13,8.0,697.62,0,1,1,4,0,1
33,0,0,1,2017-07-10,1,2,1,0,8,118.46,45611.8,16.0,621.57,1,0,0,3,0,1
30,1,1,0,2016-03-16,0,1,0,1,18,37.68,12982.73,35.0621461,689.52,1,0,0,3,0,1
14,0,0,1,2016-03-26,0,0,0,2,19,102.76,19511.2,-1.092465928,700.92,1,0,0,3,-1,1
47,0,0,3,2015-04-16,1,1,0,1,20,99.4,25231.45,12.0,718.1,0,1,1,0,0,1
57,0,0,2,2015-09-18,1,0,0,2,12,72.38,1717.76,8.0,656.39,0,1,0,3,0,1
63,1,0,3,2016-04-12,0,1,1,0,13,316.39,12157.67,17.0,184.7040346,1,0,1,0,0,0
60,1,1,1,2015-01-06,1,2,1,0,7,86.02,41932.37,5.0,666.31,0,1,1,0,0,1
10,1,0,2,2016-08-17,1,2,0,0,18,33.99,15630.88,19.0,624.75,0,1,1,1,0,1
56,0,1,0,2016-08-18,1,2,1,0,2,222.74,11782.29,17.0,568.08,1,0,1,2,0,1
13,1,1,2,2016-02-21,1,0,0,0,20,109.08,15148.62,22.0,186.8060747,0,1,1,0,0,1
36,1,0,4,2017-02-09,0,1,0,1,6,1417.691865,44928.57,24.0,729.05,1,0,1,0,-1,0
15,1,0,3,2015-07-21,0,2,2,2,11,245.12,70280.75,13.0,726.96,0,1,0,3,1,0
53,1,1,2,2016-12-19,0,2,0,1,3,449.92,2930.55,-18.20636201,694.11,1,1,1,0,0,1
47,1,2,0,2016-01-31,1,2,0,2,18,113.82,21856.54,22.0,671.63,1,0,1,2,0,1
30,0,0,2,2015-06-11,0,2,1,0,1,92.75,10375.53,10.0,627.83,0,1,1,4,0,1
62,1,1,0,2016-08-20,0,2,1,1,9,255.9,5735.82,23.0,644.23,0,1,1,0,0,1
41,0,1,2,2017-12-27,1,0,0,0,18,33.69,13480.74,12.0,666.94,0,1,0,3,0,0
31,1,0,0,2017-11-20,0,0,2,0,22,259.2,29203.95,17.0,643.09,1,1,1,2,0,1
24,0,0,5,2016-07-14,1,0,0,1,20,45.93,1376.92,-14.65233124,768.76,0,1,1,0,0,0
49,0,1,2,2015-08-11,1,1,0,1,-999,34.42,3398.3,25.0,975.0655167,0,1,1,4,0,1
42,0,0,1,2016-10-07,0,0,1,0,18,95.1,43069.34,12.0,697.62,1,0,1,4,1,0
57,0,1,0,2015-07-28,0,0,0,0,16,443.3,12757.28,23.0,1020.253881,0,1,0,3,0,1
34,1,1,1,2017-07-27,0,2,1,0,18,353.89,23211.07,8.0,637.93,0,1,0,3,0,1
18,0,1,0,2017-10-23,1,0,0,1,16,895.72,42091.82,14.0,667.05,1,0,1,2,-1,1
63,1,2,3,2017-08-03,1,0,1,1,22,33.04,20878.1,24.0,697.62,0,1,0,3,0,0
13,1,1,1,2017-02-13,1,1,1,1,12,535.45,27810.36,10.0,95.27508852,0,1,0,3,0,1
42,0,0,2,2017-06-24,0,0,0,2,6,64.17,40987.49,6.0,551.4,0,1,1,4,0,1
41,1,0,0,2016-08-19,1,2,1,1,24,56.85,3054.9,24.0,512.19,0,1,0,3,0,1
42,0,0,4,2017-11-16,1,0,1,2,8,31.44,11147.63,13.0,814.09,1,0,1,0,1,0
63,1,2,0,2017-10-30,1,1,0,1,22,1351.301628,14121.97,16.0,511.77,1,1,1,4,0,1
62,1,0,1,2017-04-02,1,0,1,2,19,111.2,47165.29,6.0,786.09,1,0,0,3,-1,0
38,1,1,1,2017-11-10,0,1,0,1,18,61.35,13967.79,25.0,761.44,0,1,0,3,0,0
48,1,0,3,2017-09-20,1,0,1,2,12,593.78,28861.2,3.0,718.24,1,0,0,3,1,0
61,1,0,5,2016-07-24,0,1,0,1,18,102.73,37760.19,7.0,271.8163346,0,1,0,3,0,0
14,1,2,2,2017-08-30,0,1,1,1,7,149.92,33150.91,16.0,944.8021712,0,1,1,4,0,1
59,0,2,2,2016-05-25,0,0,1,1,9,31.83,35283.8,-6.202221988,697.62,1,0,0,3,0,1
49,0,2,0,2015-07-12,0,0,2,1,19,332.07,16189.05,17.0,604.44,0,1,0,3,0,1
64,1,0,4,2017-04-17,1,0,1,1,18,612.700307,1546.62,27.0,712.94,0,1,1,1,0,0
52,0,0,0,2017-05-23,0,2,0,1,5,138.84,45638.23,25.0,544.76,0,1,1,2,-1,1
47,0,1,5,2016-04-09,1,0,0,1,25,103.24,43445.71,16.0,721.37,1,0,1,4,0,0
60,0,1,0,2015-08-20,0,2,1,1,17,163.11,1363.24,29.0,612.11,0,1,1,4,0,1
25,1,0,3,2016-04-14,0,2,1,0,2,94.26,49019.91,6.0,1257.478528,0,1,0,3,0,0
50,0,1,3,2016-05-19,0,2,1,0,-999,110.01,41517.91,18.0,933.2485312,0,1,1,1,0,1
56,1,0,1,2017-09-06,0,1,0,2,19,31.32,11842.54,7.0,771.06,0,1,1,4,0,0
30,1,0,4,2016-06-19,0,0,0,0,11,54.53,75222.29,1.0,777.45,0,1,0,3,1,0
52,1,2,5,2016-03-27,0,1,0,0,-999,161.91,31108.78,22.0,1197.313002,0,1,0,3,0,0
39,0,0,4,2017-11-02,0,1,0,0,-999,33.35,33072.8,15.0,707.85,0,1,0,3,-1,0
21,0,0,0,2017-04-05,1,1,0,1,11,203.82,32067.58,16.0,503.62,1,0,1,4,0,0
48,1,0,2,2015-09-08,1,1,1,0,4,-1028.530993,18417.28,24.0,642.0,0,1,0,3,-1,1
16,1,0,5,2016-05-14,0,0,0,2,17,179.24,38249.64,28.0,778.61,1,0,1,1,0,0
60,1,1,5,2015-09-07,1,2,1,1,18,200.75,37093.01,14.0,784.71,0,1,1,4,0,0
42,1,0,2,2016-09-29,1,1,1,2,-999,147.12,15186.5,24.0,658.33,0,1,1,2,0,1
30,1,1,1,2016-03-12,0,1,0,0,6,35.25,1491.03,25.0,697.62,0,1,1,2,0,1
17,0,0,1,2016-09-17,1,0,1,1,24,537.12,41211.29,13.0,619.91,1,1,0,3,0,1
29,1,0,3,2017-07-31,1,0,0,0,5,847.65,26805.46,28.0,697.62,1,1,0,3,0,0
18,1,1,1,2015-10-31,1,0,1,1,13,106.56,42315.34,20.0,610.81,1,0,1,1,0,1
54,1,0,2,2015-10-04,1,0,1,1,14,-945.8935506,10324.25,29.0,686.6,0,1,0,3,0,1
62,1,0,2,2016-09-06,0,0,1,2,23,140.64,45882.07,27.0,709.36,0,1,0,3,0,1
52,0,0,4,2016-03-19,1,1,0,1,11,155.68,10489.82,10.0,753.05,0,1,0,3,0,0
17,1,0,1,2016-10-12,0,0,0,2,9,69.43,2500.58,13.0,718.55,0,1,0,3,-1,1
61,1,2,1,2016-02-08,1,2,0,0,16,724.75,39575.89,5.0,787.14,1,1,1,1,0,0
52,1,0,2,2015-02-02,1,1,1,1,14,103.16,25062.81,28.0,695.68,1,0,1,0,0,1
35,1,1,0,2015-09-20,0,1,0,0,10,47.07,4174.35,7.0,562.41,1,0,1,1,0,1
52,0,0,5,2015-03-26,0,1,0,0,-999,379.73,17387.76,10.0,697.62,1,0,1,1,-1,0
16,1,1,3,2015-11-19,0,1,1,1,10,132.23,61795.93,4.0,742.96,1,0,1,0,-1,0
49,1,0,2,2017-08-21,1,1,0,0,5,391.21,19342.52,6.0,697.62,1,0,1,1,0,1
43,0,0,1,2016-07-13,0,2,1,1,12,294.71,77286.32,4.0,419.5116635,1,1,0,3,-1,0
22,1,1,2,2016-08-30,1,1,0,2,3,261.67,10539.33,13.0,622.43,1,0,0,3,-1,1
29,0,0,0,2016-06-17,1,1,0,1,6,281.29,5653.93,25.0,692.35,0,1,1,1,0,1
23,1,0,5,2017-07-21,1,0,1,0,22,94.94,64127.19,4.0,795.43,0,1,0,3,1,0
49,0,0,0,2015-07-16,0,1,1,1,8,366.59,9827.35,46.10346374,182.0027657,0,1,1,1,0,1
27,1,1,1,2017-07-23,0,1,1,1,17,413.48,16543.96,14.0,704.87,1,1,1,1,-1,0
60,0,1,1,2017-12-10,0,0,2,0,22,377.73,30004.39,15.0,1249.727309,0,1,1,2,0,0
36,1,1,3,2015-02-04,1,1,0,1,25,254.99,33855.94,20.0,756.66,0,1,1,4,0,0
27,0,2,1,2015-12-10,0,2,1,1,14,108.29,28311.16,15.0,784.36,1,0,0,3,0,0
53,0,0,1,2015-02-11,0,0,1,2,11,108.47,18237.13,22.0,709.76,1,0,0,3,0,1
45,0,0,1,2017-03-16,0,1,1,1,-999,-605.0537808,5238.97,19.0,697.62,1,0,0,3,0,1
49,1,0,5,2017-07-03,0,1,1,2,21,41.72,18646.29,1.0,264.9243023,0,1,1,2,1,0
46,1,0,0,2015-05-26,0,0,1,0,-999,177.02,31077.63,14.0,689.83,0,1,1,1,-1,1
33,0,1,0,2017-09-01,0,1,0,2,9,247.2,43113.74,10.0,-97.05648806,1,0,1,0,0,1
45,1,0,2,2015-07-02,1,2,1,1,13,240.67,9931.29,21.0,608.89,0,1,0,3,0,1
18,1,0,2,2015-12-01,1,1,0,2,22,31.95,5979.09,15.0,627.66,0,1,0,3,0,1
11,1,1,0,2017-02-19,1,2,0,2,13,-902.6847878,13882.05,24.0,697.62,0,1,0,3,0,1
57,0,1,5,2017-02-15,1,1,0,1,8,835.3946097,12431.56,16.0,697.62,1,0,1,1,0,0
44,0,1,4,2017-12-27,1,0,1,2,4,141.72,95806.52,16.0,756.66,1,0,0,3,1,0
56,0,1,0,2017-10-30,1,1,1,0,14,230.17,19435.26,0.257630327,642.96,1,0,0,3,0,1
12,1,1,3,2016-04-07,0,1,0,1,23,-685.8165362,9369.26,16.0,788.53,0,1,0,3,0,0
19,0,2,1,2017-12-16,1,1,1,1,20,534.37,81518.5,16.0,819.43,0,1,1,4,1,0
57,1,2,1,2017-05-19,1,2,0,1,-999,34.63,36085.46,12.0,661.97,0,1,1,1,0,1
22,1,0,3,2017-05-25,0,2,0,1,8,33.63,9191.48,16.0,635.89,1,0,1,4,0,1
33,0,1,1,2015-07-25,1,1,1,2,10,198.82,54669.9,9.0,1295.619989,0,1,0,3,1,0
50,0,1,0,2017-01-24,1,1,0,2,23,1708.464544,10941.45,16.0,633.5,1,1,0,3,-1,1
25,1,0,4,2017-11-08,1,1,0,2,16,30.31,22877.59,5.0,726.72,1,0,1,2,0,0
46,0,2,2,2016-05-24,0,1,1,1,9,294.36,26071.82,22.0,574.91,0,1,1,2,-1,1
60,1,0,5,2016-03-24,0,1,0,2,18,-687.3620266,25053.45,11.0,716.79,1,0,1,0,-1,0
43,0,1,3,2017-01-07,0,1,0,2,12,169.52,25098.91,13.0,711.9,1,0,1,2,1,0
33,1,0,0,2016-09-10,0,2,1,0,12,357.17,49183.85,9.0,567.71,1,1,1,2,0,1
56,0,1,3,2017-05-07,0,2,0,1,11,30.51,3797.87,9.0,1020.072819,0,1,0,3,1,0
14,0,0,0,2015-02-28,0,2,2,0,16,280.98,29790.35,24.0,557.45,0,1,0,3,0,1
39,1,0,5,2016-09-29,0,0,1,2,17,61.52,13368.58,14.0,780.12,0,1,0,3,0,0
16,1,1,4,2015-03-03,1,0,0,1,9,2861.23,2250.62,10.0,752.24,1,1,1,1,0,0
45,1,1,3,2015-07-19,1,0,1,1,21,156.01,21942.19,29.0,782.95,1,0,1,1,-1,0
